,dialogue_id,text,turn_id,type,label
5034,1642_1,It's vile that we are confusing children with bisexual characters on tv… whatever next? trans SpongeBob?,0,HS,0
5035,1642_1,"Bisexuality is not vile or confusing, I bet children can wrap their heads around it easily. Simply because someone is attracted to more than one gender, it does not mean that it is hard to comprehend.",1,CN,1
5036,1642_2,There are only two genders.,2,HS,0
5037,1642_2,"And bisexuals are attracted to both of them and more, like to non-binary people etc. It's about loving the persone, not the gender.",3,CN,1
5038,1642_3,"Bisexuality is not vile or confusing, I bet children can wrap their heads around it easily. Simply because someone is attracted to more than one gender, it does not mean that it is hard to comprehend.",1,CN,1
5039,1642_3,There are only two genders.,2,HS,0
5040,1642_4,It's vile that we are confusing children with bisexual characters on tv… whatever next? trans SpongeBob?,0,HS,0
5041,1642_4,There are only two genders.,2,HS,0
5042,1643_1,Can't believe they are making tv characters that have been around for years 'bisexual' now. This is PC gone mad.,0,HS,0
5043,1643_1,Is it annoying to you? Why?,1,CN,1
5044,1643_2,"Why do we have to bring sexuality into things like tv shows? It's not necessary, just all part of the woke agenda.",2,HS,0
5045,1643_2,"Representation is good. When there were no bisexual characters on tv, bisexual people couldn't recognize themselves in the media and this prevented them to feel validated and less ashamed. Now this problem doesn't exist anymore.",3,CN,1
5046,1643_3,Is it annoying to you? Why?,1,CN,1
5047,1643_3,"Why do we have to bring sexuality into things like tv shows? It's not necessary, just all part of the woke agenda.",2,HS,0
5048,1643_4,Can't believe they are making tv characters that have been around for years 'bisexual' now. This is PC gone mad.,0,HS,0
5049,1643_4,"Why do we have to bring sexuality into things like tv shows? It's not necessary, just all part of the woke agenda.",2,HS,0
5050,1644_1,Making tv characters bisexual is an attack on white masculinity. We are being erased.,0,HS,0
5051,1644_1,"There are still tons of white guys on tv, some of them are just bisexual...is this supposed to be an attack on masculinity? Bisexual men can be masculine and even more secure in their masculinity than straight men that are dependent on the idea that being a man equals to being heterosexual.",1,CN,1
5052,1644_2,There's nothing masculine about being bent,2,HS,0
5053,1644_2,"If you have to prove how straight you are to show your masculinity, it seems very fragile. What is the meaning of masculinity anyway?",3,CN,1
5054,1644_3,"There are still tons of white guys on tv, some of them are just bisexual...is this supposed to be an attack on masculinity? Bisexual men can be masculine and even more secure in their masculinity than straight men that are dependent on the idea that being a man equals to being heterosexual.",1,CN,1
5055,1644_3,There's nothing masculine about being bent,2,HS,0
5056,1644_4,Making tv characters bisexual is an attack on white masculinity. We are being erased.,0,HS,0
5057,1644_4,There's nothing masculine about being bent,2,HS,0
5058,1645_1,Bisexuals are greedy.,0,HS,0
5059,1645_1,That's only an outdated stereotype. I don't see anything greedy about loving someone because of who they are instead of their gender.,1,CN,1
5060,1645_2,Why don't they just stick with men or women? It's greedy to have both.,2,HS,0
5061,1645_2,"You know it doesn't affect you what bisexual people do, right? And it's not a matter of choice, you can't choose who you're attracted to.",3,CN,1
5062,1645_3,That's only an outdated stereotype. I don't see anything greedy about loving someone because of who they are instead of their gender.,1,CN,1
5063,1645_3,Why don't they just stick with men or women? It's greedy to have both.,2,HS,0
5064,1645_4,Bisexuals are greedy.,0,HS,0
5065,1645_4,Why don't they just stick with men or women? It's greedy to have both.,2,HS,0
5066,1646_1,Why are we being told to accept bisexuality as 'normal' now. Nothing normal about that.,0,HS,0
5067,1646_1,"Bisexuals are everywhere, it's not rare at all to be bisexual, so what's not normal about it?",1,CN,1
5068,1646_2,It's saying that cheating is acceptable. Surely if someone is bisexual they will always want both men and women. How could you trust them in a relationship?,2,HS,0
5069,1646_2,"Bisexuals, straights and gays are all equally likely to cheat. You don't necessarily date a lot of people of different genders at once just because you are attracted to them. Just as you might not date more than one person at once even if you are generally attracted to blue or brown eyes.",3,CN,1
5070,1646_3,"Bisexuals are everywhere, it's not rare at all to be bisexual, so what's not normal about it?",1,CN,1
5071,1646_3,It's saying that cheating is acceptable. Surely if someone is bisexual they will always want both men and women. How could you trust them in a relationship?,2,HS,0
5072,1646_4,Why are we being told to accept bisexuality as 'normal' now. Nothing normal about that.,0,HS,0
5073,1646_4,It's saying that cheating is acceptable. Surely if someone is bisexual they will always want both men and women. How could you trust them in a relationship?,2,HS,0
5074,1647_1,"First we tell kids it's okay to be 'bisexual', next they are confused and we are telling them they have to change genders. It's a dangerous path.",0,HS,0
5075,1647_1,"There is a difference between being bisexual and wanting to transition genders, the two things aren't related.",1,CN,1
5076,1647_2,It's a gateway for the trans agenda.,2,HS,0
5077,1647_2,"No, it's a valid sexuality. It has nothing to do with gender, and in any case, trans people don't have an agenda, they just want to live their life.",3,CN,1
5078,1647_3,"There is a difference between being bisexual and wanting to transition genders, the two things aren't related.",1,CN,1
5079,1647_3,It's a gateway for the trans agenda.,2,HS,0
5080,1647_4,"First we tell kids it's okay to be 'bisexual', next they are confused and we are telling them they have to change genders. It's a dangerous path.",0,HS,0
5081,1647_4,It's a gateway for the trans agenda.,2,HS,0
5082,1679_1,"Terms like 'non-binary' are modern, attention-seeking, & anti-scientific. They want to erase the reality that women are women and men are men, to undermine the rights of REAL women.",0,HS,0
5083,1679_1,"It's true that non-binary is a new term for many, but people that don't fit into the male-female binary have always existed. What regards gender and not sex isn't anti-scientific.",1,CN,1
5084,1679_2,A man can dress up as a woman but he'll always be a man. What is the point of 'non-binary' anyway? What does it even mean? People think they can call anything a new 'gender' nowadays.,2,HS,0
5085,1679_2,"Non-binary means being outside the gender binary. This could mean feeling both feminine and mascluine, neither of them or something else entirely. When you start seeing gender as a social construct that comprehends femininity and masculinity, it becomes more clear.",3,CN,1
5086,1679_3,"That sounds like some woke bullshit, you can't just decide that you want to be a different gender everyday. Gender isn't a social construct, it's very real, we have men and women and that's it.",4,HS,0
5087,1679_3,"Gender is indeed a social construct, looking up definitions of it will tell you that gender is the cultural roles attached to being a man and being a woman. Gender doesn't have to be the same as your sex, and since it's only a construct, non-binary people don't feel like they need to fit into it.",5,CN,1
5088,1679_4,"It's true that non-binary is a new term for many, but people that don't fit into the male-female binary have always existed. What regards gender and not sex isn't anti-scientific.",1,CN,1
5089,1679_4,A man can dress up as a woman but he'll always be a man. What is the point of 'non-binary' anyway? What does it even mean? People think they can call anything a new 'gender' nowadays.,2,HS,0
5090,1679_5,"Non-binary means being outside the gender binary. This could mean feeling both feminine and mascluine, neither of them or something else entirely. When you start seeing gender as a social construct that comprehends femininity and masculinity, it becomes more clear.",3,CN,1
5091,1679_5,"That sounds like some woke bullshit, you can't just decide that you want to be a different gender everyday. Gender isn't a social construct, it's very real, we have men and women and that's it.",4,HS,0
5092,1679_6,"Terms like 'non-binary' are modern, attention-seeking, & anti-scientific. They want to erase the reality that women are women and men are men, to undermine the rights of REAL women.",0,HS,0
5093,1679_6,A man can dress up as a woman but he'll always be a man. What is the point of 'non-binary' anyway? What does it even mean? People think they can call anything a new 'gender' nowadays.,2,HS,0
5094,1679_7,A man can dress up as a woman but he'll always be a man. What is the point of 'non-binary' anyway? What does it even mean? People think they can call anything a new 'gender' nowadays.,2,HS,0
5095,1679_7,"That sounds like some woke bullshit, you can't just decide that you want to be a different gender everyday. Gender isn't a social construct, it's very real, we have men and women and that's it.",4,HS,0
5096,1680_1,The trans agenda want to ignore the biological reality of being a woman. You can't just call yourself a woman and expect everyone to believe you are one when you are clearly a man! It's PC gone mad.,0,HS,0
5097,1680_1,"Gender and sex are not the same thing. Trans people are not trying to ignore biological reality, as some women know they are a woman, do not feel like men, but don't have female reproductive system. So gender is who you feel you are, but sex is just the biological aspect and they don't always align.",1,CN,1
5098,1680_2,That's bollocks. So biological facts are only valid depending on how you 'feel'? How do you know if you 'feel' like a woman?,2,HS,0
5099,1680_2,"Do you feel like a woman, despite your biology? Do you identify yourself as a woman? Does it shape how you interact with society and think about yourself?",3,CN,1
5100,1680_3,"Yes because I am a woman, biologically female.",4,HS,0
5101,1680_3,"So imagine still feeling this is your identity, but you are in a different body, that is all you have to understand.",5,CN,1
5102,1680_4,"Gender and sex are not the same thing. Trans people are not trying to ignore biological reality, as some women know they are a woman, do not feel like men, but don't have female reproductive system. So gender is who you feel you are, but sex is just the biological aspect and they don't always align.",1,CN,1
5103,1680_4,That's bollocks. So biological facts are only valid depending on how you 'feel'? How do you know if you 'feel' like a woman?,2,HS,0
5104,1680_5,"Do you feel like a woman, despite your biology? Do you identify yourself as a woman? Does it shape how you interact with society and think about yourself?",3,CN,1
5105,1680_5,"Yes because I am a woman, biologically female.",4,HS,0
5106,1680_6,The trans agenda want to ignore the biological reality of being a woman. You can't just call yourself a woman and expect everyone to believe you are one when you are clearly a man! It's PC gone mad.,0,HS,0
5107,1680_6,That's bollocks. So biological facts are only valid depending on how you 'feel'? How do you know if you 'feel' like a woman?,2,HS,0
5108,1680_7,That's bollocks. So biological facts are only valid depending on how you 'feel'? How do you know if you 'feel' like a woman?,2,HS,0
5109,1680_7,"Yes because I am a woman, biologically female.",4,HS,0
5110,1681_1,"The trans agenda are anti-science, they don’t listen to logic and facts. Ignoring the biological reality of sex is pure delusion.",0,HS,0
5111,1681_1,"Not everything has an ‘agenda’, and they are not ‘anti-science’, they just know that there is a difference between gender and sex.",1,CN,1
5112,1681_2,Their agenda is being pushed on us through the media and cancelling anyone who criticises them. And they can’t seem to grasp that there’s just 2 sexes.,2,HS,0
5113,1681_2,"Mainstream media actually does the opposite: they keep trying to put the existence of trans people up for debate, but it's not something to debate. They just exist.",3,CN,1
5114,1681_3,They might exist but they are delusional and seem to make up new genders every day. There are men and women and that’s it.,4,HS,0
5115,1681_3,"Gender is a social construct and therefore a spectrum, and sex isn't that much binary either. For example there intersex people and people with different hormone levels or reproductive system.",5,CN,1
5116,1681_4,"Not everything has an ‘agenda’, and they are not ‘anti-science’, they just know that there is a difference between gender and sex.",1,CN,1
5117,1681_4,Their agenda is being pushed on us through the media and cancelling anyone who criticises them. And they can’t seem to grasp that there’s just 2 sexes.,2,HS,0
5118,1681_5,"Mainstream media actually does the opposite: they keep trying to put the existence of trans people up for debate, but it's not something to debate. They just exist.",3,CN,1
5119,1681_5,They might exist but they are delusional and seem to make up new genders every day. There are men and women and that’s it.,4,HS,0
5120,1681_6,"The trans agenda are anti-science, they don’t listen to logic and facts. Ignoring the biological reality of sex is pure delusion.",0,HS,0
5121,1681_6,Their agenda is being pushed on us through the media and cancelling anyone who criticises them. And they can’t seem to grasp that there’s just 2 sexes.,2,HS,0
5122,1681_7,Their agenda is being pushed on us through the media and cancelling anyone who criticises them. And they can’t seem to grasp that there’s just 2 sexes.,2,HS,0
5123,1681_7,They might exist but they are delusional and seem to make up new genders every day. There are men and women and that’s it.,4,HS,0
5124,1684_1,Allowing children at Pride parades is sick. It’s just another way to indoctrinate them into this perverse lifestyle.,0,HS,0
5125,1684_1,"I love that more parents are open minded now, by taking their children to pride they are telling them that they will be loved and accepted no matter what, especially if they realize that they are LGBT",1,CN,1
5126,1684_2,They wouldn’t be thinking they were gay if they weren’t exposed to this stuff! It’s damaging.,2,HS,0
5127,1684_2,"If sexuality worked that way, there wouldn't be queer people that come from bigoted or closed minded families, but there are plenty of them. Exposing people to ""this stuff"" or not doesn't make a difference.",3,CN,1
5128,1684_3,"I love that more parents are open minded now, by taking their children to pride they are telling them that they will be loved and accepted no matter what, especially if they realize that they are LGBT",1,CN,1
5129,1684_3,They wouldn’t be thinking they were gay if they weren’t exposed to this stuff! It’s damaging.,2,HS,0
5130,1684_4,Allowing children at Pride parades is sick. It’s just another way to indoctrinate them into this perverse lifestyle.,0,HS,0
5131,1684_4,They wouldn’t be thinking they were gay if they weren’t exposed to this stuff! It’s damaging.,2,HS,0
5132,1685_1,Dressing children up in drag at pride parades is so perverse. They’re not even trying to hide their sexualisation of kids at this point.,0,HS,0
5133,1685_1,"Children in drag and sexualization of children aren't linked, why do you think that?",1,CN,1
5134,1685_2,"Drag is very sexual, you’ve got boys wearing heels and makeup, it’s bound to mess with them.",2,HS,0
5135,1685_2,"Kids play dress up all the time, so they probably wanted to dress up in drag for pride. There's nothing sexual about it!",3,CN,1
5136,1685_3,"Children in drag and sexualization of children aren't linked, why do you think that?",1,CN,1
5137,1685_3,"Drag is very sexual, you’ve got boys wearing heels and makeup, it’s bound to mess with them.",2,HS,0
5138,1685_4,Dressing children up in drag at pride parades is so perverse. They’re not even trying to hide their sexualisation of kids at this point.,0,HS,0
5139,1685_4,"Drag is very sexual, you’ve got boys wearing heels and makeup, it’s bound to mess with them.",2,HS,0
5140,1686_1,Allowing kids to go to pride is the start of them being pushed down the trans pipeline.,0,HS,0
5141,1686_1,"what is this ""trans-pipeline""?",1,CN,1
5142,1686_2,They indoctrinate these kids into thinking they are trans by showing them drag queens and making them think men dressing up as women is normal.,2,HS,0
5143,1686_2,"I'm sure it won't make them trans, they will just have fun at pride with their family. If what you say were true, they should never be trans because they're exposed to a lot of non-trans people too!",3,CN,1
5144,1686_3,"what is this ""trans-pipeline""?",1,CN,1
5145,1686_3,They indoctrinate these kids into thinking they are trans by showing them drag queens and making them think men dressing up as women is normal.,2,HS,0
5146,1686_4,Allowing kids to go to pride is the start of them being pushed down the trans pipeline.,0,HS,0
5147,1686_4,They indoctrinate these kids into thinking they are trans by showing them drag queens and making them think men dressing up as women is normal.,2,HS,0
5148,1704_1,These fags want to brainwash our kids by teaching their sick agenda in schools. We can’t stand for this.,0,HS,0
5149,1704_1,"what's the ""agenda"" you're talking about?",1,CN,1
5150,1704_2,Teaching them it’s normal to be a transgender or to have same sex relationships. They’re encouraging them into the lifestyle.,2,HS,0
5151,1704_2,"Saying to kids that they can be gay or trans without repercussions doesn't encourage them to be those things. However, it does help in reducing the marginalization gay kids may face!",3,CN,1
5152,1704_3,If they teach them it’s acceptable they’ll persuade some kids to try it.,4,HS,0
5153,1704_3,"Sexuality really doesn't work that way. There were plenty of lgbt people in schools, even when school didn't teach them about it. It's good to teach them that it's valid to be lgbt.",5,CN,1
5154,1704_4,"what's the ""agenda"" you're talking about?",1,CN,1
5155,1704_4,Teaching them it’s normal to be a transgender or to have same sex relationships. They’re encouraging them into the lifestyle.,2,HS,0
5156,1704_5,"Saying to kids that they can be gay or trans without repercussions doesn't encourage them to be those things. However, it does help in reducing the marginalization gay kids may face!",3,CN,1
5157,1704_5,If they teach them it’s acceptable they’ll persuade some kids to try it.,4,HS,0
5158,1704_6,These fags want to brainwash our kids by teaching their sick agenda in schools. We can’t stand for this.,0,HS,0
5159,1704_6,Teaching them it’s normal to be a transgender or to have same sex relationships. They’re encouraging them into the lifestyle.,2,HS,0
5160,1704_7,Teaching them it’s normal to be a transgender or to have same sex relationships. They’re encouraging them into the lifestyle.,2,HS,0
5161,1704_7,If they teach them it’s acceptable they’ll persuade some kids to try it.,4,HS,0
5162,1705_1,I just wanted to take a second here and say something positive about the gay community… HIV.,0,HS,0
5163,1705_1,"That’s a harmful and obsolete stereotype. You know who has more awareness about the spread of HIV? The LGBT community, usually even more than heterosexuals, because of the epidemic in the 80s that made gay people more aware.",1,CN,1
5164,1705_2,So you’re saying all the homos did get it because there was the epidemic. So they are HIV positive…,2,HS,0
5165,1705_2,"No, it affected everyone, but the LGBT+ victims were demonised by the media and blamed for the epidemic. The governments failed to respond quickly or appropriately and this resulted in countless of unnecessary deaths. Sadly, many of the affected LGBT people aren't here anymore. You should educate yourself about this, maybe through documentaries.",3,CN,1
5166,1705_3,"That’s a harmful and obsolete stereotype. You know who has more awareness about the spread of HIV? The LGBT community, usually even more than heterosexuals, because of the epidemic in the 80s that made gay people more aware.",1,CN,1
5167,1705_3,So you’re saying all the homos did get it because there was the epidemic. So they are HIV positive…,2,HS,0
5168,1705_4,I just wanted to take a second here and say something positive about the gay community… HIV.,0,HS,0
5169,1705_4,So you’re saying all the homos did get it because there was the epidemic. So they are HIV positive…,2,HS,0
5170,1706_1,"Lesbians are just the women that are too ugly for men, so they end up looking for other options. It's desperate.",0,HS,0
5171,1706_1,"No, lesbians are just lesbians, and they don't care about men thinking they're ""ugly""",1,CN,1
5172,1706_2,"they're in denial cause no man wants them, it's sad really.",2,HS,0
5173,1706_2,"I beg you to talk to a real lesbian. If you don't like men, you just don't. Many women who have been dating men then realize that they're gay, and being true to yourself is the best thing.",3,CN,1
5174,1706_3,"No, lesbians are just lesbians, and they don't care about men thinking they're ""ugly""",1,CN,1
5175,1706_3,"they're in denial cause no man wants them, it's sad really.",2,HS,0
5176,1706_4,"Lesbians are just the women that are too ugly for men, so they end up looking for other options. It's desperate.",0,HS,0
5177,1706_4,"they're in denial cause no man wants them, it's sad really.",2,HS,0
5178,1707_1,"Girl, you're not bi. There's no such thing. You're just horny and greedy.",0,HS,0
5179,1707_1,"Nope, I'm bi, just because you don't understand that attraction isn't based on gender, it doesn't mean bi people don't exist!",1,CN,1
5180,1707_2,"I don't know, it sounds like bi people are either gay and in denial or straight and experimenting.",2,HS,0
5181,1707_2,"it's not hard to understand that bi people are attracted to the individual because of what they are as a person, not their gender!",3,CN,1
5182,1707_3,"Nope, I'm bi, just because you don't understand that attraction isn't based on gender, it doesn't mean bi people don't exist!",1,CN,1
5183,1707_3,"I don't know, it sounds like bi people are either gay and in denial or straight and experimenting.",2,HS,0
5184,1707_4,"Girl, you're not bi. There's no such thing. You're just horny and greedy.",0,HS,0
5185,1707_4,"I don't know, it sounds like bi people are either gay and in denial or straight and experimenting.",2,HS,0
5186,1708_1,If you left 1000 men on an island with 1000 women who were men but now according to morons on twitter are now women the islands would become extinct in a generation.,0,HS,0
5187,1708_1,Can you please explain what you mean?,1,CN,1
5188,1708_2,These so called 'women' are not women. It's delusional.,2,HS,0
5189,1708_2,Do you think that the thing that makes a woman a woman is her ability to have children?,3,CN,1
5190,1708_3,Just saying these trannys could never do what women are biologically wired to do.,4,HS,0
5191,1708_3,"Let's say there is an island with 1000 men and 1000 cisgender women with reproductive health conditions that prevent them from bearing children. In this case too, the population would become extinct in a generation. Are you implying that a woman is a woman only if she can have children?",5,CN,1
5192,1708_4,But they've got a womb. What I mean is if everyone woke up and decided to be a different gender then we'd all die out.,6,HS,0
5193,1708_4,"Do you realize that most people are not transgender? Where's the issue, then? I think you just want to use unrealistic hypothetical situations to justify wild conclusions about the real world.",7,CN,1
5194,1708_5,Can you please explain what you mean?,1,CN,1
5195,1708_5,These so called 'women' are not women. It's delusional.,2,HS,0
5196,1708_6,Do you think that the thing that makes a woman a woman is her ability to have children?,3,CN,1
5197,1708_6,Just saying these trannys could never do what women are biologically wired to do.,4,HS,0
5198,1708_7,"Let's say there is an island with 1000 men and 1000 cisgender women with reproductive health conditions that prevent them from bearing children. In this case too, the population would become extinct in a generation. Are you implying that a woman is a woman only if she can have children?",5,CN,1
5199,1708_7,But they've got a womb. What I mean is if everyone woke up and decided to be a different gender then we'd all die out.,6,HS,0
5200,1708_8,If you left 1000 men on an island with 1000 women who were men but now according to morons on twitter are now women the islands would become extinct in a generation.,0,HS,0
5201,1708_8,These so called 'women' are not women. It's delusional.,2,HS,0
5202,1708_9,These so called 'women' are not women. It's delusional.,2,HS,0
5203,1708_9,Just saying these trannys could never do what women are biologically wired to do.,4,HS,0
5204,1708_10,Just saying these trannys could never do what women are biologically wired to do.,4,HS,0
5205,1708_10,But they've got a womb. What I mean is if everyone woke up and decided to be a different gender then we'd all die out.,6,HS,0
5206,1709_1,"These men pretending to be women & their supporters are at the moment, the biggest threat to our normal society.",0,HS,0
5207,1709_1,"In my opinion, the biggest threat to our society are climate change, terrorism and extremism, inequality, not this.",1,CN,1
5208,1709_2,They're infiltrating womens spaces and putting our girls at risk.,2,HS,0
5209,1709_2,"If you're really worried about women's rights, shouldn't you start by addressing the misogyny and violence women face from men, before blaming trans women?",3,CN,1
5210,1709_3,"In my opinion, the biggest threat to our society are climate change, terrorism and extremism, inequality, not this.",1,CN,1
5211,1709_3,They're infiltrating womens spaces and putting our girls at risk.,2,HS,0
5212,1709_4,"These men pretending to be women & their supporters are at the moment, the biggest threat to our normal society.",0,HS,0
5213,1709_4,They're infiltrating womens spaces and putting our girls at risk.,2,HS,0
5214,1743_1,All gay people are criminals.,0,HS,0
5215,1743_1,"Saying this will never improve people's well-being. Gay people aren't committing crimes, they are just trying to get people to accept them.",1,CN,1
5216,1743_2,"Gay men are all perverts, we can't accept that!",2,HS,0
5217,1743_2,"LGBT+ people are harassed, bullied, even murdered....the police isn't able to protect everyone from bigotry and violence, and your words are part of the problem. Gay people aren't what you say you are, it's dangerous to say so.",3,CN,1
5218,1743_3,"Saying this will never improve people's well-being. Gay people aren't committing crimes, they are just trying to get people to accept them.",1,CN,1
5219,1743_3,"Gay men are all perverts, we can't accept that!",2,HS,0
5220,1743_4,All gay people are criminals.,0,HS,0
5221,1743_4,"Gay men are all perverts, we can't accept that!",2,HS,0
5222,1745_1,Let's stop this homosexual lifestyle!,0,HS,0
5223,1745_1,"Does homosexual lifestyle affect you in any way? Only if you care. And anyway, homosexuality isn't a lifestyle.",1,CN,1
5224,1745_2,We should stop being such a bunch of hypocrites and accept that Homosexuality is also a mental disorder.,2,HS,0
5225,1745_2,"Is it a lifestyle or a mental disorder? Make up your mind. There are people who actually suffer from mental disorders, but homosexuality is just a form of love. You should focus on your life instead of condemning those of others.",3,CN,1
5226,1745_3,"Does homosexual lifestyle affect you in any way? Only if you care. And anyway, homosexuality isn't a lifestyle.",1,CN,1
5227,1745_3,We should stop being such a bunch of hypocrites and accept that Homosexuality is also a mental disorder.,2,HS,0
5228,1745_4,Let's stop this homosexual lifestyle!,0,HS,0
5229,1745_4,We should stop being such a bunch of hypocrites and accept that Homosexuality is also a mental disorder.,2,HS,0
5230,1749_1,Faggots are not welcome among us humans because they are different.,0,HS,0
5231,1749_1,"LGBT people are humans too, so they are compatible with all of us.",1,CN,1
5232,1749_2,"They're not, gays are sick. They should be isolated.",2,HS,0
5233,1749_2,Obsolete ideas like this one are the root cause of sickness in past society. Love is love.,3,CN,1
5234,1749_3,"LGBT people are humans too, so they are compatible with all of us.",1,CN,1
5235,1749_3,"They're not, gays are sick. They should be isolated.",2,HS,0
5236,1749_4,Faggots are not welcome among us humans because they are different.,0,HS,0
5237,1749_4,"They're not, gays are sick. They should be isolated.",2,HS,0
5238,1752_1,Lesbian women hate men and they are bitches for this reason.,0,HS,0
5239,1752_1,The choice of partner can and should be made by the people themselves.,1,CN,1
5240,1752_2,"I should be free to be heterosexual, but the gay mafia objective is to convert us all to homosexuality.",2,HS,0
5241,1752_2,"What about the assumptions you make about groups that don't exist (gay mafia), or have faced discrimination (gay people)?",3,CN,1
5242,1752_3,The choice of partner can and should be made by the people themselves.,1,CN,1
5243,1752_3,"I should be free to be heterosexual, but the gay mafia objective is to convert us all to homosexuality.",2,HS,0
5244,1752_4,Lesbian women hate men and they are bitches for this reason.,0,HS,0
5245,1752_4,"I should be free to be heterosexual, but the gay mafia objective is to convert us all to homosexuality.",2,HS,0
5246,1753_1,Gay men are diseased and should go to a hospital.,0,HS,0
5247,1753_1,"In the US there are plenty of gay men and lesbians living their best life, being healthy and prosperous. Are they sick as well?",1,CN,1
5248,1753_2,Exactly. Those sick ones should be shunned and ignored. They are not human.,2,HS,0
5249,1753_2,"So, in your opinion gay people are inferior...but why do you care so much about someone else's love life? The line should be drawn somewhere else.",3,CN,1
5250,1753_3,"In the US there are plenty of gay men and lesbians living their best life, being healthy and prosperous. Are they sick as well?",1,CN,1
5251,1753_3,Exactly. Those sick ones should be shunned and ignored. They are not human.,2,HS,0
5252,1753_4,Gay men are diseased and should go to a hospital.,0,HS,0
5253,1753_4,Exactly. Those sick ones should be shunned and ignored. They are not human.,2,HS,0
5254,1754_1,Gay men aren't normal because they are not interested in women.,0,HS,0
5255,1754_1,"Even if most men are interested in women, there are still a lot of men interested in men. Not everyone has to be attracted to women only.",1,CN,1
5256,1754_2,"All gay are paedophiles, that's why they're not interested in women, and it's wrong.",2,HS,0
5257,1754_2,"Do you think this statement is true? I could say that all homophobes need therapy, would you be happy with that?",3,CN,1
5258,1754_3,"Even if most men are interested in women, there are still a lot of men interested in men. Not everyone has to be attracted to women only.",1,CN,1
5259,1754_3,"All gay are paedophiles, that's why they're not interested in women, and it's wrong.",2,HS,0
5260,1754_4,Gay men aren't normal because they are not interested in women.,0,HS,0
5261,1754_4,"All gay are paedophiles, that's why they're not interested in women, and it's wrong.",2,HS,0
5262,1757_1,Faggots are an abomination and should be deleted.,0,HS,0
5263,1757_1,"So, a person should be deleted only because you don't like them?",1,CN,1
5264,1757_2,There's a good reason for it: homosexuality is a mental disorder and a mental illness.,2,HS,0
5265,1757_2,"There are no scientific evidence for what you're claiming. You can't blame people for thei sexuality, it's not a mental disorder to be attracted to a specific gender.",3,CN,1
5266,1757_3,"So, a person should be deleted only because you don't like them?",1,CN,1
5267,1757_3,There's a good reason for it: homosexuality is a mental disorder and a mental illness.,2,HS,0
5268,1757_4,Faggots are an abomination and should be deleted.,0,HS,0
5269,1757_4,There's a good reason for it: homosexuality is a mental disorder and a mental illness.,2,HS,0
5270,1760_1,Gays are sick. They should be isolated.,0,HS,0
5271,1760_1,"Homosexuality is not a disease but a behavioral preference, and loving someone of the same sex is perfectly fine.",1,CN,1
5272,1760_2,"How are homosexuality and bisexuality okay? They're a disease, only heterosexuality is normal.",2,HS,0
5273,1760_2,What you say is neither true nor helpful and it doesn't reflect reality as I see it.,3,CN,1
5274,1760_3,"Homosexuality is not a disease but a behavioral preference, and loving someone of the same sex is perfectly fine.",1,CN,1
5275,1760_3,"How are homosexuality and bisexuality okay? They're a disease, only heterosexuality is normal.",2,HS,0
5276,1760_4,Gays are sick. They should be isolated.,0,HS,0
5277,1760_4,"How are homosexuality and bisexuality okay? They're a disease, only heterosexuality is normal.",2,HS,0
5278,1767_1,In the Bible there are strictures on gays. And the Bible clearly states that those who engage in homosexuality are not fit to be with anyone else.,0,HS,0
5279,1767_1,"We accept gay, lesbian and trans people because God's laws are on our side.",1,CN,1
5280,1767_2,"Gays are an abomination to God, they must be isolated and confined to their own houses.",2,HS,0
5281,1767_2,"How would you feel if you were isolated and confined, just because some random dude said that you're ""an abomination to god"" without a solid reason?",3,CN,1
5282,1767_3,"We accept gay, lesbian and trans people because God's laws are on our side.",1,CN,1
5283,1767_3,"Gays are an abomination to God, they must be isolated and confined to their own houses.",2,HS,0
5284,1767_4,In the Bible there are strictures on gays. And the Bible clearly states that those who engage in homosexuality are not fit to be with anyone else.,0,HS,0
5285,1767_4,"Gays are an abomination to God, they must be isolated and confined to their own houses.",2,HS,0
5286,1770_1,Homosexuals are sick. They should be isolated.,0,HS,0
5287,1770_1,What's sick about homosexuals? They just need to be accepted for who they are.,1,CN,1
5288,1770_2,"They should be isolated and confined, not accepted.",2,HS,0
5289,1770_2,Why do we have to judge someone by their sexual preference when it can't be changed? It's only a personal preference.,3,CN,1
5290,1770_3,What's sick about homosexuals? They just need to be accepted for who they are.,1,CN,1
5291,1770_3,"They should be isolated and confined, not accepted.",2,HS,0
5292,1770_4,Homosexuals are sick. They should be isolated.,0,HS,0
5293,1770_4,"They should be isolated and confined, not accepted.",2,HS,0
5294,1774_1,The homosexuals are just perverts who must be isolated.,0,HS,0
5295,1774_1,"Gays wants to be accepted by the heterosexual community, but it is not an easy challenge as there are still ideas like the one you expressed.",1,CN,1
5296,1774_2,"Gays are a bunch of perverts who should be isolated and restricted to their own communities, they can't have our acceptance. They are a threat to us.",2,HS,0
5297,1774_2,"Why do you say that? Are you implying that all gay people are dangerous to society, or that they are different from you and other people? Because being different in one's sexual preference doesn't mean to be dangerous.",3,CN,1
5298,1774_3,"Gays wants to be accepted by the heterosexual community, but it is not an easy challenge as there are still ideas like the one you expressed.",1,CN,1
5299,1774_3,"Gays are a bunch of perverts who should be isolated and restricted to their own communities, they can't have our acceptance. They are a threat to us.",2,HS,0
5300,1774_4,The homosexuals are just perverts who must be isolated.,0,HS,0
